State,01 01 2021,01 02 2021,01 03 2021,01 04 2021,01 05 2021,01 06 2021,01 07 2021,01 08 2021,01 09 2021,01 10 2021,01 11 2021,01 12 2021,01 01 2022,01 02 2022,01 03 2022,01 04 2022,01 05 2022,01 06 2022,01 07 2022,01 08 2022,01 09 2022,01 10 2022,01 11 2022,01 12 2022
California,"20,333","22,538","26,752","27,147","27,444","30,237","30,037","28,058","25,060","29,759","27,314","27,217","25,724","25,405","28,954","27,335","29,395","29,428","29,910","29,681","29,121","29,282","26,728","24,994"
