SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
50,3,5,13,151,Georgia,Henry County,205042,206934,208047,210089,213059,216548,221040,225246,229873,234671
50,3,5,13,153,Georgia,Houston County,140414,143557,145630,147352,148429,149197,151287,152757,155004,157427
50,3,5,13,155,Georgia,Irwin County,9577,9677,9598,9345,9077,9137,9307,9362,9395,9442
50,3,5,13,157,Georgia,Jackson County,60706,60985,60860,61286,62125,63439,65091,67681,70347,73015
50,3,5,13,159,Georgia,Jasper County,13888,13832,13638,13594,13530,13679,13776,13881,14024,14207
50,3,5,13,161,Georgia,Jeff Davis County,15112,15161,15194,15041,14927,15012,14954,15033,15015,15101
50,3,5,13,163,Georgia,Jefferson County,16872,16772,16351,16245,16127,15926,15773,15638,15423,15344
50,3,5,13,165,Georgia,Jenkins County,8320,8124,9114,9196,9040,8906,8823,8844,8790,8734
50,3,5,13,167,Georgia,Johnson County,9991,10003,10008,9909,9813,9717,9679,9750,9767,9724
50,3,5,13,169,Georgia,Jones County,28628,28724,28610,28563,28641,28432,28572,28459,28603,28689
50,3,5,13,171,Georgia,Lamar County,18260,18153,18026,17926,18187,18229,18462,18582,18866,19001
50,3,5,13,173,Georgia,Lanier County,10103,10481,10462,10405,10362,10264,10444,10456,10450,10581
50,3,5,13,175,Georgia,Laurens County,48388,47841,47819,47727,47553,47491,47287,47362,47293,47567
50,3,5,13,177,Georgia,Lee County,28417,28585,28718,29055,29139,29191,29203,29429,29764,30045
50,3,5,13,179,Georgia,Liberty County,62772,65210,64482,62438,64217,61762,61672,61819,60887,62813
50,3,5,13,181,Georgia,Lincoln County,7970,7872,7764,7734,7644,7720,7859,7859,7927,7969
50,3,5,13,183,Georgia,Long County,14575,15097,16013,16510,17058,17695,18392,18822,19148,19647
50,3,5,13,185,Georgia,Lowndes County,109704,111519,114141,112985,113630,113501,114457,115495,116361,117600
50,3,5,13,187,Georgia,Lumpkin County,30281,30453,30684,30872,31122,31292,31422,32812,32934,33692
50,3,5,13,189,Georgia,McDuffie County,21803,21614,21630,21506,21529,21470,21481,21517,21545,21317
50,3,5,13,191,Georgia,McIntosh County,14312,14226,13887,14030,14067,14033,14068,14092,14243,14294
50,3,5,13,193,Georgia,Macon County,14644,14452,14297,13973,13822,13689,13483,13255,13153,12934
50,3,5,13,195,Georgia,Madison County,28221,28186,28081,28213,28376,28431,28833,29253,29653,29925
50,3,5,13,197,Georgia,Marion County,8741,8699,8672,8581,8636,8561,8490,8438,8392,8413
50,3,5,13,199,Georgia,Meriwether County,21817,21596,21331,21214,21201,21167,21052,21011,21061,21112
50,3,5,13,201,Georgia,Miller County,6133,6072,6004,5900,5943,5847,5875,5816,5646,5667
50,3,5,13,205,Georgia,Mitchell County,23502,23399,23086,22990,22712,22449,22443,22313,22156,21846
50,3,5,13,207,Georgia,Monroe County,26133,26301,26336,26585,26637,26683,26880,27153,27523,27677
50,3,5,13,209,Georgia,Montgomery County,9140,9027,8883,8954,8978,8939,8996,9032,9157,9148
50,3,5,13,211,Georgia,Morgan County,17897,17906,17807,17681,17894,17947,18097,18374,18808,19239
50,3,5,13,213,Georgia,Murray County,39532,39363,39311,39173,39212,39426,39322,39761,39836,39996
50,3,5,13,215,Georgia,Muscogee County,191122,195340,199077,203370,200746,198925,196354,193858,194362,196074
50,3,5,13,217,Georgia,Newton County,100128,100446,100965,102060,103470,104920,106529,107903,109556,111894
50,3,5,13,219,Georgia,Oconee County,32935,33269,33521,34084,35077,35861,36928,38122,39500,40296
50,3,5,13,221,Georgia,Oglethorpe County,14891,14700,14500,14415,14532,14722,14710,14851,15034,15222
50,3,5,13,223,Georgia,Paulding County,142826,143606,144750,146775,148562,151691,155415,159642,164482,169302
50,3,5,13,225,Georgia,Peach County,28104,28031,28012,27411,27391,27216,27111,27179,27574,27697
50,3,5,13,227,Georgia,Pickens County,29434,29390,29258,29389,29807,30139,30654,31542,32039,32648
50,3,5,13,229,Georgia,Pierce County,18813,18769,18902,19015,19004,19089,19116,19200,19398,19443
50,3,5,13,231,Georgia,Pike County,17929,17792,17780,17784,17774,17935,17916,18213,18622,18953
50,3,5,13,233,Georgia,Polk County,41537,41277,41097,40972,40876,41209,41584,41842,42373,42616
50,3,5,13,235,Georgia,Pulaski County,11989,11855,11716,11578,11520,11409,11296,11197,11079,11161
50,3,5,13,237,Georgia,Putnam County,21192,21242,21135,21280,21142,21310,21502,21676,21749,22083
50,3,5,13,239,Georgia,Quitman County,2512,2454,2407,2368,2287,2277,2323,2334,2254,2300
50,3,5,13,241,Georgia,Rabun County,16276,16257,16303,16184,16159,16224,16493,16560,16853,17116
50,3,5,13,243,Georgia,Randolph County,7668,7570,7310,7202,7315,7153,7150,6974,6826,6806
50,3,5,13,245,Georgia,Richmond County,201122,200618,201827,201457,201448,201639,202179,201965,202027,202639
50,3,5,13,247,Georgia,Rockdale County,85359,85423,85453,86522,87222,88424,88995,89800,90402,90639
50,3,5,13,249,Georgia,Schley County,5020,5043,5023,5095,5189,5208,5179,5236,5212,5254
50,3,5,13,251,Georgia,Screven County,14499,14403,14170,14145,14001,14060,14015,13953,13960,13945
50,3,5,13,253,Georgia,Seminole County,8727,8766,8869,8844,8596,8559,8424,8249,8266,8090
50,3,5,13,255,Georgia,Spalding County,64096,64045,63693,63521,63703,63826,64523,65348,66092,66835
50,3,5,13,257,Georgia,Stephens County,26124,25763,25721,25571,25429,25475,25680,25785,26083,26017
50,3,5,13,259,Georgia,Stewart County,6099,6065,6106,5555,5882,5969,6129,6329,6434,6649
50,3,5,13,261,Georgia,Sumter County,32608,31993,31509,31265,31089,30625,30334,29838,29713,29401
50,3,5,13,263,Georgia,Talbot County,6883,6854,6643,6556,6535,6499,6361,6254,6281,6188
50,3,5,13,265,Georgia,Taliaferro County,1703,1705,1673,1687,1691,1641,1616,1612,1610,1549
50,3,5,13,267,Georgia,Tattnall County,25470,25435,25457,25632,25319,25394,25352,25420,25508,25317
50,3,5,13,269,Georgia,Taylor County,8853,8513,8434,8456,8453,8316,8256,8181,8067,8051
50,3,5,13,271,Georgia,Telfair County,16519,16242,16364,16624,16448,16448,15960,15912,15888,15813
50,3,5,13,273,Georgia,Terrell County,9525,9390,9225,9167,9081,9016,8873,8698,8601,8573
50,3,5,13,275,Georgia,Thomas County,44744,44591,44535,44783,44784,44819,44967,44623,44336,44427
50,3,5,13,277,Georgia,Tift County,40250,41160,40947,40180,40456,40538,40562,40455,40562,40653
50,3,5,13,279,Georgia,Toombs County,27248,27198,27170,27184,27131,27151,27141,26868,26910,26844
50,3,5,13,281,Georgia,Towns County,10531,10577,10560,10784,11081,11208,11416,11557,11844,12009
50,3,5,13,283,Georgia,Treutlen County,6892,6823,6787,6686,6813,6807,6720,6751,6780,6860
50,3,5,13,285,Georgia,Troup County,67060,67651,68324,68859,69341,69666,69990,70123,70091,70059
50,3,5,13,287,Georgia,Turner County,8909,8941,8446,8208,8069,7988,7970,7902,7917,7929
50,3,5,13,289,Georgia,Twiggs County,8983,8836,8560,8522,8399,8353,8263,8268,8179,8164
50,3,5,13,291,Georgia,Union County,21384,21265,21342,21440,21782,22029,22664,23406,23961,24606
50,3,5,13,293,Georgia,Upson County,27052,26919,26561,26425,26166,26237,26243,26223,26249,26402
50,3,5,13,295,Georgia,Walker County,68876,68825,68487,68643,68714,68604,68509,69087,69507,69769
50,3,5,13,297,Georgia,Walton County,83997,84647,84998,86068,87557,88373,89886,91389,93450,94818
50,3,5,13,299,Georgia,Ware County,36308,36279,35896,35745,35520,35337,35675,35705,35703,35816
50,3,5,13,301,Georgia,Warren County,5782,5679,5546,5520,5459,5375,5355,5263,5227,5220
50,3,5,13,303,Georgia,Washington County,21096,20971,20791,20575,20549,20734,20349,20313,20418,20352
50,3,5,13,305,Georgia,Wayne County,30080,30301,30331,30009,29916,29460,30038,29843,29874,30017
50,3,5,13,307,Georgia,Webster County,2781,2764,2766,2670,2612,2632,2607,2586,2575,2573
50,3,5,13,309,Georgia,Wheeler County,7770,8078,7932,7934,7984,7909,8012,7958,7891,7870
50,3,5,13,311,Georgia,White County,27201,27401,27626,27831,28025,28389,28793,29429,29893,30601
50,3,5,13,313,Georgia,Whitfield County,102740,102909,102926,102691,103039,103621,104314,104086,104109,104265
50,3,5,13,315,Georgia,Wilcox County,9313,9248,9069,9054,8929,9015,8834,8780,8784,8607
50,3,5,13,317,Georgia,Wilkes County,10389,10230,10093,9931,9960,9927,9808,9868,9845,9769
50,3,5,13,319,Georgia,Wilkinson County,9528,9413,9481,9361,9283,9080,9021,8953,9005,8936
50,3,5,13,321,Georgia,Worth County,21692,21516,21356,21058,21010,20692,20732,20532,20307,20185
40,4,9,15,0,Hawaii,Hawaii,1364004,1379562,1395199,1408822,1415335,1422999,1428885,1425763,1423102,1415615
50,4,9,15,1,Hawaii,Hawaii County,185361,187101,189199,191521,193812,196111,198583,200400,202263,202165
50,4,9,15,3,Hawaii,Honolulu County,956320,967510,978295,986494,988002,991755,993044,986973,981076,973491
50,4,9,15,5,Hawaii,Kalawao County,90,90,89,89,89,88,88,87,87,87
50,4,9,15,7,Hawaii,Kauai County,67208,67894,68680,69653,70316,71052,71574,71838,72292,72190
50,4,9,15,9,Hawaii,Maui County,155025,156967,158936,161065,163116,163993,165596,166465,167384,167682
40,4,8,16,0,Idaho,Idaho,1570819,1584272,1595910,1612053,1632248,1652495,1684036,1719745,1752074,1789060
50,4,8,16,1,Idaho,Ada County,393369,401352,409032,416180,425774,433254,444929,456994,469161,481880
50,4,8,16,3,Idaho,Adams County,3962,3981,3907,3865,3884,3891,3944,4128,4215,4265
50,4,8,16,5,Idaho,Bannock County,83026,83657,83781,83494,83587,84263,84762,85571,86761,87822
50,4,8,16,7,Idaho,Bear Lake County,5972,5961,5897,5953,5931,5883,5940,6029,6026,6131
50,4,8,16,9,Idaho,Benewah County,9291,9176,9129,9033,9035,8999,9033,9167,9222,9303
50,4,8,16,11,Idaho,Bingham County,45764,45903,45519,45435,45226,45071,45313,45888,46054,46772
50,4,8,16,13,Idaho,Blaine County,21296,21085,21131,21333,21471,21659,22069,22401,22736,23012
50,4,8,16,15,Idaho,Boise County,7005,6986,6792,6722,6780,6963,7099,7370,7689,7903
50,4,8,16,17,Idaho,Bonner County,40904,40795,40367,40553,41330,41656,42423,43715,44709,45774
50,4,8,16,19,Idaho,Bonneville County,104682,105833,106788,107407,108285,109916,112162,114608,116661,119286
50,4,8,16,21,Idaho,Boundary County,10998,10822,10816,10856,10963,11310,11714,11995,12073,12340
50,4,8,16,23,Idaho,Butte County,2914,2832,2758,2665,2658,2565,2573,2582,2592,2620
50,4,8,16,25,Idaho,Camas County,1115,1113,1081,1041,1052,1068,1078,1092,1098,1091
50,4,8,16,27,Idaho,Canyon County,189365,191392,193784,198661,202542,206956,211573,217037,223518,230270
50,4,8,16,29,Idaho,Caribou County,6971,6841,6770,6788,6793,6732,6870,6980,7019,7149
50,4,8,16,31,Idaho,Cassia County,23080,23111,23265,23344,23503,23497,23477,23661,23769,24052
50,4,8,16,33,Idaho,Clark County,981,955,885,879,889,885,867,878,845,838
50,4,8,16,35,Idaho,Clearwater County,8726,8609,8579,8570,8564,8554,8660,8651,8759,8761
50,4,8,16,37,Idaho,Custer County,4357,4325,4327,4226,4134,4061,4089,4138,4216,4273
50,4,8,16,39,Idaho,Elmore County,27125,26237,26314,26296,26257,25861,26178,26907,27309,27373
50,4,8,16,41,Idaho,Franklin County,12782,12813,12801,12809,12924,12974,13345,13501,13718,13898
50,4,8,16,43,Idaho,Fremont County,13232,13116,12973,12881,12815,12824,12932,13140,13162,13105
50,4,8,16,45,Idaho,Gem County,16686,16696,16638,16582,16665,16706,17005,17351,17622,18174
50,4,8,16,47,Idaho,Gooding County,15470,15352,15246,15162,15080,15181,15150,15155,15187,15290
50,4,8,16,49,Idaho,Idaho County,16311,16465,16448,16256,16285,16312,16247,16392,16469,16623
50,4,8,16,51,Idaho,Jefferson County,26222,26315,26642,26809,26948,27133,27827,28448,29418,29918
50,4,8,16,53,Idaho,Jerome County,22438,22516,22572,22759,22918,22960,23438,23791,24078,24486
50,4,8,16,55,Idaho,Kootenai County,138860,140986,142173,144019,146687,149566,153221,157594,161279,165656
50,4,8,16,57,Idaho,Latah County,37258,37872,38127,38262,38570,38860,39157,39903,39996,40372
50,4,8,16,59,Idaho,Lemhi County,7952,7985,7769,7718,7728,7744,7715,7837,7974,8067
50,4,8,16,61,Idaho,Lewis County,3820,3805,3820,3805,3813,3792,3850,3883,3835,3845
50,4,8,16,63,Idaho,Lincoln County,5208,5135,5267,5333,5336,5312,5304,5361,5360,5325
50,4,8,16,65,Idaho,Madison County,37588,37937,37712,37607,38005,38120,39111,39540,39451,40205
50,4,8,16,67,Idaho,Minidoka County,20084,20208,20156,20399,20340,20431,20609,20683,20667,20910
50,4,8,16,69,Idaho,Nez Perce County,39317,39444,39512,39819,39873,40039,40200,40376,40408,40601
50,4,8,16,71,Idaho,Oneida County,4290,4232,4224,4256,4177,4249,4302,4393,4429,4500
50,4,8,16,73,Idaho,Owyhee County,11474,11378,11411,11396,11292,11294,11368,11632,11664,11823
50,4,8,16,75,Idaho,Payette County,22640,22561,22697,22581,22790,22833,22927,23218,23560,24051
50,4,8,16,77,Idaho,Power County,7873,7783,7833,7794,7734,7690,7653,7587,7654,7636
50,4,8,16,79,Idaho,Shoshone County,12750,12664,12703,12675,12380,12446,12428,12511,12781,12868
50,4,8,16,81,Idaho,Teton County,10149,10161,10128,10410,10450,10744,11179,11463,11640,12096
50,4,8,16,83,Idaho,Twin Falls County,77547,78108,78564,79919,81019,82289,83847,85439,86166,87127
50,4,8,16,85,Idaho,Valley County,9788,9639,9544,9585,9805,10058,10438,10700,11054,11443
50,4,8,16,87,Idaho,Washington County,10177,10135,10028,9916,9956,9894,10030,10055,10070,10126
40,2,3,17,0,Illinois,Illinois,12840545,12867783,12883029,12895778,12885092,12859585,12821709,12779893,12724685,12667017
50,2,3,17,1,Illinois,Adams County,67158,67214,67149,67005,66983,66850,66490,66073,65603,65402
50,2,3,17,3,Illinois,Alexander County,8205,7993,7721,7242,7084,6763,6448,6276,6043,5791
50,2,3,17,5,Illinois,Bond County,17789,17727,17538,17332,17076,16688,16553,16654,16668,16458
50,2,3,17,7,Illinois,Boone County,54094,54123,53729,53737,53702,53571,53559,53481,53368,53281
50,2,3,17,9,Illinois,Brown County,6919,6883,6893,6867,6836,6755,6636,6614,6580,6619
50,2,3,17,11,Illinois,Bureau County,34959,34631,34350,34112,33858,33494,33393,33134,32938,32621
50,2,3,17,13,Illinois,Calhoun County,5093,5047,4983,5006,4923,4858,4872,4847,4834,4740
50,2,3,17,15,Illinois,Carroll County,15395,15229,15121,14969,14783,14638,14601,14473,14337,14338
50,2,3,17,17,Illinois,Cass County,13632,13625,13427,13293,13079,12843,12677,12525,12353,12141
50,2,3,17,19,Illinois,Champaign County,201558,203239,204697,206527,208068,209534,210388,210630,210206,209612
50,2,3,17,21,Illinois,Christian County,34767,34705,34522,34155,33824,33480,33268,33045,32709,32427
50,2,3,17,23,Illinois,Clark County,16291,16205,16265,16105,16060,15881,15860,15824,15594,15465
50,2,3,17,25,Illinois,Clay County,13822,13721,13710,13550,13441,13395,13309,13259,13260,13177
50,2,3,17,27,Illinois,Clinton County,37833,38024,37908,37725,37637,37657,37594,37649,37666,37440
50,2,3,17,29,Illinois,Coles County,53865,53632,53333,53075,52552,52217,51820,51403,50946,50774
50,2,3,17,31,Illinois,Cook County,5198977,5219636,5239105,5252513,5254108,5243371,5223386,5199582,5171007,5145326
50,2,3,17,33,Illinois,Crawford County,19801,19779,19594,19441,19290,19262,19139,18979,18849,18686
50,2,3,17,35,Illinois,Cumberland County,11053,11084,10955,10911,10931,10869,10884,10887,10782,10733
50,2,3,17,37,Illinois,DeKalb County,105151,104466,104385,104226,104593,104238,104219,104513,104587,105131
50,2,3,17,39,Illinois,De Witt County,16589,16549,16490,16372,16216,16185,16152,15910,15768,15624
50,2,3,17,41,Illinois,Douglas County,19977,19863,19881,19853,19898,19827,19732,19616,19449,19450
50,2,3,17,43,Illinois,DuPage County,917996,924866,928719,932301,933480,933669,931408,930569,927808,922761
50,2,3,17,45,Illinois,Edgar County,18509,18397,18170,17959,17827,17625,17538,17415,17379,17169
50,2,3,17,47,Illinois,Edwards County,6739,6674,6725,6691,6631,6514,6546,6455,6393,6405
50,2,3,17,49,Illinois,Effingham County,34222,34268,34270,34213,34115,34200,34184,34165,34233,34109
50,2,3,17,51,Illinois,Fayette County,22140,22385,22167,22201,22088,22048,21579,21537,21380,21332
50,2,3,17,53,Illinois,Ford County,14076,13875,13877,13670,13539,13527,13346,13291,13215,12972
50,2,3,17,55,Illinois,Franklin County,40035,40038,39872,39561,39456,39398,39090,39024,38737,38530
50,2,3,17,57,Illinois,Fulton County,37076,36909,36585,36322,35996,35709,35498,35099,34743,34240
50,2,3,17,59,Illinois,Gallatin County,5574,5490,5391,5387,5279,5224,5165,5073,5049,4833
50,2,3,17,61,Illinois,Greene County,13890,13857,13657,13635,13416,13345,13111,13153,13051,12922
50,2,3,17,63,Illinois,Grundy County,50155,50103,50161,50183,50281,50358,50325,50627,51012,51031
50,2,3,17,65,Illinois,Hamilton County,8446,8425,8387,8347,8313,8247,8197,8192,8149,8133
50,2,3,17,67,Illinois,Hancock County,19091,18999,18830,18545,18326,18217,18206,17959,17815,17700
50,2,3,17,69,Illinois,Hardin County,4316,4291,4278,4174,4146,4065,3997,3920,3876,3848
50,2,3,17,71,Illinois,Henderson County,7344,7221,7048,6969,7018,7001,6889,6824,6726,6709
50,2,3,17,73,Illinois,Henry County,50459,50293,50263,49932,49841,49654,49511,49222,49082,48933
50,2,3,17,75,Illinois,Iroquois County,29701,29501,29270,28943,28725,28529,28150,27780,27450,27093
50,2,3,17,77,Illinois,Jackson County,60371,60378,59081,59779,59386,59249,58768,57973,57327,56844
50,2,3,17,79,Illinois,Jasper County,9725,9755,9674,9608,9633,9630,9557,9504,9589,9618
50,2,3,17,81,Illinois,Jefferson County,38757,38758,38672,38656,38390,38290,38236,38059,37704,37635
50,2,3,17,83,Illinois,Jersey County,22997,22885,22717,22610,22500,22268,21965,21892,21738,21667
50,2,3,17,85,Illinois,Jo Daviess County,22647,22638,22542,22398,22341,22068,21826,21509,21349,21224
50,2,3,17,87,Illinois,Johnson County,12598,12849,12851,12861,12882,12768,12445,12394,12380,12380
50,2,3,17,89,Illinois,Kane County,516060,519091,520615,522523,525476,528562,530540,532101,532838,532293
50,2,3,17,91,Illinois,Kankakee County,113420,113532,112995,112764,111916,111786,111066,110530,109863,109569
50,2,3,17,93,Illinois,Kendall County,115369,116817,118255,119582,121385,122892,124549,126163,127663,128900
50,2,3,17,95,Illinois,Knox County,52911,52702,52302,52130,51945,51377,50931,50601,50008,49669
50,2,3,17,97,Illinois,Lake County,704179,701652,702117,704259,704359,704687,704401,702825,700455,697134
50,2,3,17,99,Illinois,LaSalle County,113812,113527,112913,112419,111650,111015,110176,109590,109136,108517
50,2,3,17,101,Illinois,Lawrence County,16940,16904,16732,16728,16564,16467,16176,16025,15816,15665
50,2,3,17,103,Illinois,Lee County,35978,35611,35218,35123,34912,34521,34499,34533,34281,34061
50,2,3,17,105,Illinois,Livingston County,38862,38813,38519,37404,37043,36615,36104,36080,35630,35557
50,2,3,17,107,Illinois,Logan County,30282,30271,30359,29829,29660,29286,29167,29035,28873,28633
50,2,3,17,109,Illinois,McDonough County,32631,32527,32567,32264,31811,31461,30938,30419,30091,29792
50,2,3,17,111,Illinois,McHenry County,309121,308519,308248,307629,307425,307595,307142,307842,308145,307439
50,2,3,17,113,Illinois,McLean County,169815,170939,172762,175087,174166,173222,173157,172769,172368,171272
50,2,3,17,115,Illinois,Macon County,110786,110699,110162,109596,108562,107398,106411,105474,104529,104012
50,2,3,17,117,Illinois,Macoupin County,47798,47742,47058,46685,46216,45887,45708,45521,45342,45079
50,2,3,17,119,Illinois,Madison County,269315,268666,268124,267340,266662,266112,265773,265516,264481,263609
50,2,3,17,121,Illinois,Marion County,39416,39147,39018,38685,38573,38381,38057,37757,37453,37309
50,2,3,17,123,Illinois,Marshall County,12637,12488,12261,12129,11966,11925,11887,11667,11485,11463
50,2,3,17,125,Illinois,Mason County,14651,14470,14322,14144,14102,13862,13677,13672,13520,13387
50,2,3,17,127,Illinois,Massac County,15380,15281,15067,14846,14756,14568,14461,14298,14037,13772
50,2,3,17,129,Illinois,Menard County,12696,12700,12692,12576,12513,12364,12431,12311,12297,12198
50,2,3,17,131,Illinois,Mercer County,16410,16320,16165,16077,15902,15748,15611,15618,15572,15490
50,2,3,17,133,Illinois,Monroe County,33051,33273,33320,33523,33608,33811,34037,34261,34446,34738
50,2,3,17,135,Illinois,Montgomery County,30095,29866,29620,29367,29450,29196,29057,28781,28705,28401
50,2,3,17,137,Illinois,Morgan County,35499,35482,35318,35009,34684,34693,34654,34275,34052,33679
50,2,3,17,139,Illinois,Moultrie County,14863,14859,14876,14799,14754,14747,14610,14704,14662,14464
50,2,3,17,141,Illinois,Ogle County,53420,53073,52788,52278,51944,51572,51174,51021,50802,50660
50,2,3,17,143,Illinois,Peoria County,186224,186775,187354,188688,187572,186552,185116,182657,180773,179359
50,2,3,17,145,Illinois,Perry County,22316,22267,21849,21718,21543,21522,21407,21292,21163,20935
50,2,3,17,147,Illinois,Piatt County,16710,16683,16505,16437,16414,16356,16511,16427,16375,16391
50,2,3,17,149,Illinois,Pike County,16395,16348,16233,16069,15953,15794,15757,15669,15614,15574
50,2,3,17,151,Illinois,Pope County,4477,4502,4464,4462,4382,4302,4189,4193,4183,4176
50,2,3,17,153,Illinois,Pulaski County,6131,5990,5965,5897,5802,5662,5604,5531,5426,5309
50,2,3,17,155,Illinois,Putnam County,6014,5978,5911,5854,5831,5729,5702,5696,5740,5745
50,2,3,17,157,Illinois,Randolph County,33410,33375,33023,33123,33088,32754,32368,32258,32161,31725
50,2,3,17,159,Illinois,Richland County,16193,16189,16132,16008,16019,15952,15819,15842,15700,15519
50,2,3,17,161,Illinois,Rock Island County,147613,147474,147699,147686,147090,146161,144977,143824,142522,141775
50,2,3,17,163,Illinois,St. Clair County,270368,270097,268748,266934,266061,265008,263482,262881,261631,259889
50,2,3,17,165,Illinois,Saline County,24900,24904,24913,24801,24496,24495,24217,23968,23769,23540
50,2,3,17,167,Illinois,Sangamon County,197769,199052,199431,199190,199252,198973,198085,197163,195802,194882
50,2,3,17,169,Illinois,Schuyler County,7534,7463,7456,7393,7262,7150,7040,6984,6896,6829
50,2,3,17,171,Illinois,Scott County,5330,5232,5290,5212,5171,5112,5053,4983,4952,4974
50,2,3,17,173,Illinois,Shelby County,22354,22280,22204,22139,22102,21819,21734,21773,21685,21625
50,2,3,17,175,Illinois,Stark County,5970,5843,5742,5708,5602,5508,5523,5459,5407,5312
50,2,3,17,177,Illinois,Stephenson County,47606,47328,46895,46683,46280,45680,45512,44998,44702,44371
50,2,3,17,179,Illinois,Tazewell County,135487,135863,136149,136297,135392,134350,134004,133525,132465,131848
50,2,3,17,181,Illinois,Union County,17729,17690,17609,17541,17404,17285,17120,16982,16853,16693
50,2,3,17,183,Illinois,Vermilion County,81642,81427,80881,80608,79811,79209,78503,77722,76703,75736
50,2,3,17,185,Illinois,Wabash County,11916,11796,11690,11675,11604,11627,11518,11466,11407,11370
50,2,3,17,187,Illinois,Warren County,17710,17831,17742,17660,17705,17448,17283,17133,16979,16816
50,2,3,17,189,Illinois,Washington County,14711,14574,14598,14411,14389,14259,14176,13960,14010,13926
50,2,3,17,191,Illinois,Wayne County,16739,16667,16668,16679,16610,16534,16573,16435,16311,16196
50,2,3,17,193,Illinois,White County,14598,14592,14524,14435,14265,14204,14081,13898,13642,13574
50,2,3,17,195,Illinois,Whiteside County,58489,58288,57772,57477,57037,56943,56505,56009,55532,55215
50,2,3,17,197,Illinois,Will County,678829,680813,682459,683720,685123,685825,688330,690356,690934,690176
50,2,3,17,199,Illinois,Williamson County,66440,66745,66793,67472,67439,67457,67504,67076,67017,66633
50,2,3,17,201,Illinois,Winnebago County,295090,293667,292128,291006,288770,287237,286171,284658,283588,282465
50,2,3,17,203,Illinois,Woodford County,38662,38849,38846,39039,39068,38949,38934,38676,38461,38353
40,2,3,18,0,Indiana,Indiana,6490555,6517250,6538989,6570575,6596019,6611442,6637898,6662068,6698481,6731010
50,2,3,18,1,Indiana,Adams County,34442,34370,34408,34655,34771,34962,35216,35409,35565,35688
50,2,3,18,3,Indiana,Allen County,355956,359013,360946,363432,365254,367508,369526,371803,375076,379006
50,2,3,18,5,Indiana,Bartholomew County,76823,77639,79031,79692,80546,81516,82373,82455,83062,84063
50,2,3,18,7,Indiana,Benton County,8863,8859,8824,8752,8724,8698,8659,8637,8677,8763
50,2,3,18,9,Indiana,Blackford County,12771,12655,12527,12456,12342,12237,12109,12019,11934,11787
50,2,3,18,11,Indiana,Boone County,56924,57924,59050,60373,61663,63080,64274,65833,66999,67915
50,2,3,18,13,Indiana,Brown County,15210,15079,15053,15062,14953,15003,15017,15025,15244,15066
50,2,3,18,15,Indiana,Carroll County,20200,20042,20112,20117,19958,19891,19966,20074,20208,20211
50,2,3,18,17,Indiana,Cass County,38985,38917,38771,38580,38482,38079,37927,37827,37885,37610
50,2,3,18,19,Indiana,Clark County,110572,111504,111879,112722,114082,114887,115660,116648,117287,118191
50,2,3,18,21,Indiana,Clay County,26863,26847,26796,26670,26439,26406,26218,26176,26215,26301
50,2,3,18,23,Indiana,Clinton County,33222,33034,32889,32765,32461,32372,32156,32155,32113,32298
50,2,3,18,25,Indiana,Crawford County,10711,10622,10669,10621,10669,10556,10569,10532,10585,10593
50,2,3,18,27,Indiana,Daviess County,31721,31952,32113,32274,32671,32819,33000,33127,33314,33439
50,2,3,18,29,Indiana,Dearborn County,50082,49990,49742,49757,49448,49491,49468,49634,49560,49573
50,2,3,18,31,Indiana,Decatur County,25795,25900,26041,26232,26411,26338,26569,26627,26685,26472
50,2,3,18,33,Indiana,DeKalb County,42335,42500,42337,42378,42442,42511,42671,42830,43231,43561
50,2,3,18,35,Indiana,Delaware County,117671,117914,117053,116867,116528,115814,115696,115268,114118,113769
50,2,3,18,37,Indiana,Dubois County,41905,42159,42084,42281,42306,42329,42463,42520,42568,42578
50,2,3,18,39,Indiana,Elkhart County,197453,198292,198988,200225,201446,203022,203626,204279,205588,206268
50,2,3,18,41,Indiana,Fayette County,24325,24152,23949,23827,23443,23389,23246,23138,23026,23038
50,2,3,18,43,Indiana,Floyd County,74706,74987,75284,76053,76138,76559,76801,77043,77870,78601
50,2,3,18,45,Indiana,Fountain County,17280,17161,17123,16886,16697,16543,16464,16442,16439,16425
50,2,3,18,47,Indiana,Franklin County,23058,23041,23036,22980,22993,22953,22774,22702,22752,22763
50,2,3,18,49,Indiana,Fulton County,20818,20734,20639,20455,20522,20346,20150,20022,20113,20042
50,2,3,18,51,Indiana,Gibson County,33545,33525,33533,33491,33733,33656,33669,33730,33622,33709
50,2,3,18,53,Indiana,Grant County,69906,69633,69110,68887,68381,67543,66731,66373,66112,65836
50,2,3,18,55,Indiana,Greene County,33205,33034,32947,32746,32654,32428,32231,32194,32124,32117
50,2,3,18,57,Indiana,Hamilton County,276499,283405,289821,296970,302921,308623,316221,323225,330635,337955
50,2,3,18,59,Indiana,Hancock County,70246,70373,70594,71000,71773,72441,73790,75040,76521,78159
50,2,3,18,61,Indiana,Harrison County,39328,39187,39014,39002,39175,39537,39669,39797,40258,40552
