SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
40,3,6,1,0,Alabama,Alabama,4785514,4799642,4816632,4831586,4843737,4854803,4866824,4877989,4891628,4907965
50,3,6,1,1,Alabama,Autauga County,54761,55229,54970,54747,54922,54903,55302,55448,55533,55769
50,3,6,1,3,Alabama,Baldwin County,183121,186579,190203,194978,199306,203101,207787,212737,218071,223565
50,3,6,1,5,Alabama,Barbour County,27325,27344,27172,26946,26768,26300,25828,25169,24887,24657
50,3,6,1,7,Alabama,Bibb County,22858,22736,22657,22510,22541,22553,22590,22532,22300,22313
50,3,6,1,9,Alabama,Blount County,57372,57561,57585,57630,57536,57535,57487,57801,57770,57840
50,3,6,1,11,Alabama,Bullock County,10876,10680,10610,10557,10668,10404,10397,10181,10165,10144
50,3,6,1,13,Alabama,Butler County,20933,20867,20672,20359,20332,20168,20040,19911,19675,19501
50,3,6,1,15,Alabama,Calhoun County,118420,117767,117227,116528,115991,115550,115036,114746,114298,114070
50,3,6,1,17,Alabama,Chambers County,34105,34016,34088,34125,33964,33991,33742,33716,33570,33244
50,3,6,1,19,Alabama,Cherokee County,25968,25993,25961,26022,25900,25739,25769,25822,26035,26254
50,3,6,1,21,Alabama,Chilton County,43645,43682,43572,43617,43751,43693,43854,44085,44084,44313
50,3,6,1,23,Alabama,Choctaw County,13848,13608,13565,13401,13322,13237,13049,12923,12810,12577
50,3,6,1,25,Alabama,Clarke County,25767,25589,25161,25131,24873,24711,24342,24083,23965,23651
50,3,6,1,27,Alabama,Clay County,13897,13687,13433,13406,13443,13415,13393,13355,13301,13265
50,3,6,1,29,Alabama,Cleburne County,15004,14928,14889,14974,15029,14923,14871,14924,15047,14952
50,3,6,1,31,Alabama,Coffee County,50204,50449,51159,50709,50693,51004,51281,51943,52097,52639
50,3,6,1,33,Alabama,Colbert County,54527,54545,54578,54544,54484,54439,54483,54682,54970,55241
50,3,6,1,35,Alabama,Conecuh County,13234,13194,13043,12908,12674,12677,12495,12431,12264,12055
50,3,6,1,37,Alabama,Coosa County,11779,11483,11343,11252,11037,10935,10812,10724,10619,10677
50,3,6,1,39,Alabama,Covington County,37810,38023,37809,37820,37766,37566,37400,37077,36993,37082
50,3,6,1,41,Alabama,Crenshaw County,13868,13894,13914,13847,13851,13851,13911,13871,13855,13811
50,3,6,1,43,Alabama,Cullman County,80456,80419,80292,80704,81081,81771,82434,82830,83300,83644
50,3,6,1,45,Alabama,Dale County,50396,50134,50313,49807,49465,49428,49476,49467,49268,49294
50,3,6,1,47,Alabama,Dallas County,43855,43254,42794,41981,41560,40947,40105,39263,38270,37182
50,3,6,1,49,Alabama,DeKalb County,71133,71335,70913,70881,70963,71065,71116,71441,71430,71506
50,3,6,1,51,Alabama,Elmore County,79558,80005,80211,80557,80563,80903,81258,81452,81189,81575
50,3,6,1,53,Alabama,Escambia County,38352,38211,38029,37775,37749,37676,37500,37010,36515,36569
50,3,6,1,55,Alabama,Etowah County,104440,104356,104271,103891,103417,103033,102931,103076,102766,102460
50,3,6,1,57,Alabama,Fayette County,17232,17061,16955,16837,16784,16711,16581,16478,16451,16279
50,3,6,1,59,Alabama,Franklin County,31746,31776,31699,31566,31572,31532,31674,31670,31495,31587
50,3,6,1,61,Alabama,Geneva County,26778,26758,26928,26688,26605,26645,26497,26404,26296,26309
50,3,6,1,63,Alabama,Greene County,8990,8903,8849,8749,8585,8509,8485,8312,8212,8104
50,3,6,1,65,Alabama,Hale County,15745,15360,15366,15249,15047,15016,14845,14812,14773,14669
50,3,6,1,67,Alabama,Henry County,17293,17377,17152,17128,17074,17097,17062,17105,17100,17125
50,3,6,1,69,Alabama,Houston County,101800,102509,103410,103691,104216,104326,104355,104472,104943,106240
50,3,6,1,71,Alabama,Jackson County,53207,53240,53107,52986,52592,52229,52058,51865,51649,51672
50,3,6,1,73,Alabama,Jefferson County,658230,658175,658183,659434,660185,660717,660507,659892,659672,658539
50,3,6,1,75,Alabama,Lamar County,14496,14292,14250,14214,14071,13931,13926,13885,13878,13817
50,3,6,1,77,Alabama,Lauderdale County,92738,92615,92687,92738,93049,92524,92521,92701,92733,93028
50,3,6,1,79,Alabama,Lawrence County,34314,34026,33782,33553,33423,33116,33196,33035,32905,32851
50,3,6,1,81,Alabama,Lee County,140815,144194,148670,151943,154682,157162,159446,161808,164206,165015
50,3,6,1,83,Alabama,Limestone County,83168,85553,87336,88931,90622,91596,92896,94144,96199,99136
50,3,6,1,85,Alabama,Lowndes County,11294,11144,10857,10666,10497,10350,10245,10100,9969,9726
50,3,6,1,87,Alabama,Macon County,21515,21299,20625,20043,19670,19331,19077,18828,18320,18065
50,3,6,1,89,Alabama,Madison County,336114,339623,342823,346764,349973,353194,356985,362061,367386,372547
50,3,6,1,91,Alabama,Marengo County,20955,20663,20378,20123,19990,19772,19536,19411,19093,18919
50,3,6,1,93,Alabama,Marion County,30822,30661,30495,30236,30215,30137,29958,29825,29776,29826
50,3,6,1,95,Alabama,Marshall County,93119,93899,94264,94358,94262,94588,95123,95589,96230,96751
50,3,6,1,97,Alabama,Mobile County,413328,413126,413893,414025,414298,414654,415169,414209,414275,413516
50,3,6,1,99,Alabama,Monroe County,23004,22799,22582,22174,21927,21720,21553,21294,21035,20689
50,3,6,1,101,Alabama,Montgomery County,229498,229218,228923,228261,227647,227420,227398,227514,226631,226074
50,3,6,1,103,Alabama,Morgan County,119642,120058,120148,119625,119496,119316,119090,118940,119216,119630
50,3,6,1,105,Alabama,Perry County,10564,10452,10166,10005,9809,9650,9538,9304,9049,8940
50,3,6,1,107,Alabama,Pickens County,19749,19357,19314,19309,20283,20788,20337,20224,19949,19940
50,3,6,1,109,Alabama,Pike County,32972,33031,33225,33728,33217,33518,33540,33441,33390,33034
50,3,6,1,111,Alabama,Randolph County,22937,22751,22541,22558,22362,22603,22515,22702,22742,22781
50,3,6,1,113,Alabama,Russell County,53327,54884,57549,59219,59310,58946,58290,57134,57933,58098
50,3,6,1,115,Alabama,St. Clair County,83587,83992,84779,85831,86014,86569,87342,87985,88842,89735
50,3,6,1,117,Alabama,Shelby County,196036,197968,200949,204088,206346,209047,211538,213854,215877,218176
50,3,6,1,119,Alabama,Sumter County,13730,13491,13444,13398,13276,13212,12973,12756,12661,12358
50,3,6,1,121,Alabama,Talladega County,82175,81875,82170,81604,81550,81168,80598,80192,80219,80226
50,3,6,1,123,Alabama,Tallapoosa County,41480,41414,41060,41039,40898,40628,40607,40624,40550,40337
50,3,6,1,125,Alabama,Tuscaloosa County,195008,196788,198884,201192,203228,204953,206737,207849,208607,210321
50,3,6,1,127,Alabama,Walker County,66995,66586,66110,65790,65354,64950,64559,63929,63701,63680
50,3,6,1,129,Alabama,Washington County,17627,17356,17147,16898,16868,16831,16607,16484,16336,16279
50,3,6,1,131,Alabama,Wilcox County,11560,11438,11304,11148,10950,10900,10860,10704,10592,10396
50,3,6,1,133,Alabama,Winston County,24412,24362,24194,24190,24141,23929,23911,23753,23690,23700
40,4,9,2,0,Alaska,Alaska,713982,722349,730810,737626,737075,738430,742575,740983,736624,733603
50,4,9,2,13,Alaska,Aleutians East Borough,3167,3260,3297,3346,3347,3373,3354,3445,3391,3355
50,4,9,2,16,Alaska,Aleutians West Census Area,5561,5585,5681,5779,5825,5782,5718,5760,5678,5702
50,4,9,2,20,Alaska,Anchorage Municipality,293760,296693,298806,301801,300647,298337,298072,295118,291377,288790
50,4,9,2,50,Alaska,Bethel Census Area,17081,17418,17655,17855,17960,17970,18018,18102,18267,18493
50,4,9,2,60,Alaska,Bristol Bay Borough,1002,1029,980,952,949,906,906,869,881,840
50,4,9,2,63,Alaska,Chugach Census Area,6710,6775,6771,6809,6622,6526,6542,6509,6487,6509
50,4,9,2,66,Alaska,Copper River Census Area,2964,2995,2993,3014,2937,2891,2898,2887,2880,2886
50,4,9,2,68,Alaska,Denali Borough,1839,1878,1915,1948,1922,1940,2068,2103,2047,2125
50,4,9,2,70,Alaska,Dillingham Census Area,4850,4947,4948,4976,4981,4987,4968,4934,5003,4932
50,4,9,2,90,Alaska,Fairbanks North Star Borough,98272,98151,100388,101046,99404,99812,100877,99911,98749,97088
50,4,9,2,100,Alaska,Haines Borough,2501,2575,2580,2561,2558,2519,2531,2526,2502,2561
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2100,2079,2107,2109,2091,2126,2115,2135,2139,2144
50,4,9,2,110,Alaska,Juneau City and Borough,31387,32165,32391,32605,32501,32644,32456,32106,32044,32038
50,4,9,2,122,Alaska,Kenai Peninsula Borough,55554,56311,56920,57039,57594,58075,58515,58594,58609,58914
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,13584,13688,13743,13748,13826,13737,13760,13874,13881,13905
50,4,9,2,150,Alaska,Kodiak Island Borough,13653,13807,14037,14091,13899,13760,13722,13605,13389,13209
50,4,9,2,158,Alaska,Kusilvak Census Area,7469,7656,7800,7980,8107,8201,8180,8247,8349,8384
50,4,9,2,164,Alaska,Lake and Peninsula Borough,1641,1652,1651,1670,1648,1597,1595,1606,1586,1583
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,89731,91741,93718,95940,98185,101162,104258,106426,107325,108578
50,4,9,2,180,Alaska,Nome Census Area,9543,9775,9825,9851,9812,9901,9983,10038,10073,10040
50,4,9,2,185,Alaska,North Slope Borough,9067,9145,9287,9383,9370,9382,9292,9401,9455,9433
50,4,9,2,188,Alaska,Northwest Arctic Borough,7562,7711,7715,7735,7785,7787,7709,7805,7715,7673
50,4,9,2,195,Alaska,Petersburg Borough,3219,3255,3276,3288,3256,3251,3262,3284,3256,3294
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,6211,6375,6421,6443,6461,6508,6521,6441,6372,6211
50,4,9,2,220,Alaska,Sitka City and Borough,8880,8888,9022,8980,8845,8789,8744,8640,8555,8501
50,4,9,2,230,Alaska,Skagway Municipality,968,961,998,1025,1054,1090,1132,1173,1172,1193
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,7064,7155,7180,6996,6937,6827,6853,6918,6946,6879
50,4,9,2,275,Alaska,Wrangell City and Borough,2373,2397,2424,2450,2441,2452,2493,2516,2521,2513
50,4,9,2,282,Alaska,Yakutat City and Borough,662,657,665,652,655,637,615,610,600,576
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,5607,5625,5616,5554,5456,5461,5418,5400,5375,5254
40,4,8,4,0,Arizona,Arizona,6407342,6473416,6556344,6634690,6732873,6832810,6944767,7048088,7164228,7291843
50,4,8,4,1,Arizona,Apache County,71828,72181,72231,72333,71808,71026,71418,71538,71819,71920
50,4,8,4,3,Arizona,Cochise County,131823,133124,132085,129664,127437,126594,125885,125048,126581,127248
50,4,8,4,5,Arizona,Coconino County,134624,134309,136204,136788,137675,139100,140609,141300,142914,143967
50,4,8,4,7,Arizona,Gila County,53565,53445,53009,53026,53074,53020,53400,53619,53833,54077
50,4,8,4,9,Arizona,Graham County,37154,37129,37027,37456,38123,37888,37859,37530,38032,38890
50,4,8,4,11,Arizona,Greenlee County,8342,8587,8764,8918,9356,9587,9642,9451,9424,9467
50,4,8,4,12,Arizona,La Paz County,20499,20606,20524,20526,20521,20476,20670,20737,21030,21257
50,4,8,4,13,Arizona,Maricopa County,3825183,3875371,3948165,4018657,4094842,4174423,4258019,4329227,4405306,4492261
50,4,8,4,15,Arizona,Mohave County,200336,202888,203484,203322,203670,204890,205899,207668,210371,213846
50,4,8,4,17,Arizona,Navajo County,107693,107560,107334,107164,107741,107695,108569,109145,110490,111037
50,4,8,4,19,Arizona,Pima County,981649,988500,993231,997374,1004521,1009490,1017083,1027115,1037746,1049261
50,4,8,4,21,Arizona,Pinal County,379106,378114,382371,385574,395563,405922,417312,431490,446524,461640
50,4,8,4,23,Arizona,Santa Cruz County,47402,47640,47330,46902,46596,46493,46412,46578,46446,46728
50,4,8,4,25,Arizona,Yavapai County,210990,211081,212065,214539,217882,221019,224828,228398,232467,236062
50,4,8,4,27,Arizona,Yuma County,197148,202881,202520,202447,204064,205187,207162,209244,211245,214182
40,3,7,5,0,Arkansas,Arkansas,2921998,2941038,2952876,2960459,2968759,2979732,2991815,3003855,3012161,3020985
50,3,7,5,1,Arkansas,Arkansas County,19049,18915,19007,18797,18524,18376,18204,17925,17779,17515
50,3,7,5,3,Arkansas,Ashley County,21832,21678,21523,21289,20974,20856,20544,20333,20041,19742
50,3,7,5,5,Arkansas,Baxter County,41511,41354,41091,41000,40903,41156,41159,41319,41665,41978
50,3,7,5,7,Arkansas,Benton County,222601,229208,235010,239559,244962,251759,259497,266882,272560,279835
50,3,7,5,9,Arkansas,Boone County,36893,37093,37348,37353,37150,37165,37307,37531,37545,37616
50,3,7,5,11,Arkansas,Bradley County,11470,11432,11262,11120,11006,10999,10961,10813,10818,10792
50,3,7,5,13,Arkansas,Calhoun County,5361,5241,5276,5190,5165,5197,5147,5196,5206,5137
50,3,7,5,15,Arkansas,Carroll County,27556,27478,27643,27815,27763,27777,27730,27901,28049,28352
50,3,7,5,17,Arkansas,Chicot County,11799,11706,11503,11370,11223,10987,10929,10655,10466,10189
50,3,7,5,19,Arkansas,Clark County,22928,22937,22768,22600,22578,22536,22643,22234,22358,22365
50,3,7,5,21,Arkansas,Clay County,16050,15876,15710,15482,15298,15206,15059,14859,14763,14494
50,3,7,5,23,Arkansas,Cleburne County,25989,25888,25776,25645,25616,25384,25171,25085,25105,25019
50,3,7,5,25,Arkansas,Cleveland County,8677,8673,8610,8517,8404,8290,8253,8177,7991,7937
50,3,7,5,27,Arkansas,Columbia County,24722,24707,24408,24282,24051,24118,24015,23675,23582,23496
50,3,7,5,29,Arkansas,Conway County,21219,21127,21141,21091,20999,20939,20877,20821,20836,20905
50,3,7,5,31,Arkansas,Craighead County,96751,98420,100018,101682,102707,104509,106039,107274,109074,110772
50,3,7,5,33,Arkansas,Crawford County,61961,61816,61940,61708,61856,61963,62312,62982,63480,63406
50,3,7,5,35,Arkansas,Crittenden County,50955,50517,50038,49677,49479,48972,49296,48704,48365,47924
50,3,7,5,37,Arkansas,Cross County,17868,17813,17703,17521,17180,17253,17029,16792,16584,16333
50,3,7,5,39,Arkansas,Dallas County,8066,8056,7954,7896,7698,7539,7401,7312,7106,6951
50,3,7,5,41,Arkansas,Desha County,12953,12726,12586,12497,12265,12024,11904,11762,11516,11400
50,3,7,5,43,Arkansas,Drew County,18666,18735,18789,18684,18643,18615,18574,18372,18302,18092
50,3,7,5,45,Arkansas,Faulkner County,114035,116307,118572,119251,120646,121333,122213,123706,125336,125828
50,3,7,5,47,Arkansas,Franklin County,18137,18006,17958,17917,17828,17753,17676,17833,17780,17737
50,3,7,5,49,Arkansas,Fulton County,12210,12236,12170,12175,12090,12149,12112,12147,12351,12516
50,3,7,5,51,Arkansas,Garland County,96080,96884,97043,97734,97851,97930,98356,98476,99121,99472
50,3,7,5,53,Arkansas,Grant County,17887,17950,18039,18047,18084,18031,18080,18118,18209,18287
50,3,7,5,55,Arkansas,Greene County,42202,42767,43237,43176,43809,44321,44733,45002,45339,45316
50,3,7,5,57,Arkansas,Hempstead County,22604,22498,22355,22434,22339,22095,22047,21895,21714,21568
50,3,7,5,59,Arkansas,Hot Spring County,33236,33145,33512,33534,33418,33511,33452,33630,33680,33784
50,3,7,5,61,Arkansas,Howard County,13798,13817,13676,13541,13489,13332,13347,13361,13297,13219
50,3,7,5,63,Arkansas,Independence County,36811,36887,36961,36899,37095,37055,37121,37416,37799,37819
50,3,7,5,65,Arkansas,Izard County,13732,13579,13548,13420,13566,13495,13500,13673,13574,13620
50,3,7,5,67,Arkansas,Jackson County,18066,17898,17691,17741,17608,17386,17314,17033,16776,16782
50,3,7,5,69,Arkansas,Jefferson County,77332,76039,74658,73233,72504,71920,70512,69350,68241,67137
50,3,7,5,71,Arkansas,Johnson County,25560,25683,25921,25941,25976,26103,26160,26423,26684,26596
50,3,7,5,73,Arkansas,Lafayette County,7638,7528,7444,7279,7157,7009,6895,6807,6684,6656
50,3,7,5,75,Arkansas,Lawrence County,17518,17281,17040,17051,16970,16705,16662,16588,16452,16440
50,3,7,5,77,Arkansas,Lee County,10388,10282,10174,9996,9827,9660,9330,9121,8962,8889
50,3,7,5,79,Arkansas,Lincoln County,14090,14344,14186,14070,14034,13872,13745,13481,13208,13012
50,3,7,5,81,Arkansas,Little River County,13133,12949,12926,12743,12515,12417,12435,12386,12357,12368
50,3,7,5,83,Arkansas,Logan County,22307,22241,21928,22034,21866,21728,21743,21740,21705,21495
50,3,7,5,85,Arkansas,Lonoke County,68739,69537,70131,70775,71408,71409,71845,72843,73560,73648
50,3,7,5,87,Arkansas,Madison County,15686,15665,15604,15690,15741,15719,16136,16307,16359,16519
50,3,7,5,89,Arkansas,Marion County,16665,16676,16628,16449,16428,16226,16408,16458,16631,16645
50,3,7,5,91,Arkansas,Miller County,43568,43777,43686,43439,43509,43858,43776,43819,43431,43370
50,3,7,5,93,Arkansas,Mississippi County,46350,45988,45499,44642,44203,43692,42863,42093,41239,40717
50,3,7,5,95,Arkansas,Monroe County,8138,8099,7856,7693,7636,7454,7195,7012,6880,6723
50,3,7,5,97,Arkansas,Montgomery County,9515,9404,9344,9254,9163,9029,8947,8893,8927,9047
50,3,7,5,99,Arkansas,Nevada County,8994,9007,8909,8767,8642,8506,8368,8300,8272,8205
50,3,7,5,101,Arkansas,Newton County,8305,8252,8053,8045,7869,7848,7855,7816,7780,7712
50,3,7,5,103,Arkansas,Ouachita County,26048,25738,25405,24957,24767,24324,24021,23820,23605,23372
50,3,7,5,105,Arkansas,Perry County,10445,10384,10328,10334,10358,10303,10266,10332,10366,10417
50,3,7,5,107,Arkansas,Phillips County,21675,21407,20736,20435,19952,19548,19041,18607,18038,17769
50,3,7,5,109,Arkansas,Pike County,11263,11239,11251,11117,10988,10834,10836,10731,10657,10705
50,3,7,5,111,Arkansas,Poinsett County,24510,24445,24294,24184,24151,24004,23993,24082,23877,23502
50,3,7,5,113,Arkansas,Polk County,20669,20560,20421,20344,20257,20205,20164,20163,20019,19944
50,3,7,5,115,Arkansas,Pope County,62110,62694,62653,62612,63145,63642,63916,63657,63577,64145
50,3,7,5,117,Arkansas,Prairie County,8726,8604,8488,8381,8355,8311,8267,8263,8100,8093
50,3,7,5,119,Arkansas,Pulaski County,383569,387081,389392,391745,393210,393857,394322,393585,392184,392318
50,3,7,5,121,Arkansas,Randolph County,17955,17972,17840,17628,17579,17447,17452,17724,18085,18161
50,3,7,5,123,Arkansas,St. Francis County,28131,27934,27927,27442,27029,26600,26306,25959,25459,24977
50,3,7,5,125,Arkansas,Saline County,107651,109554,111454,113380,114906,116428,117707,119578,121147,122550
50,3,7,5,127,Arkansas,Scott County,11251,11241,11007,10908,10663,10538,10318,10360,10288,10217
50,3,7,5,129,Arkansas,Searcy County,8182,8077,8005,7992,7926,7838,7960,7928,7898,7862
50,3,7,5,131,Arkansas,Sebastian County,125782,127067,127645,127266,126852,127511,127578,127910,127582,127688
50,3,7,5,133,Arkansas,Sevier County,17153,17219,17186,17358,17411,17263,16959,17085,17019,16972
50,3,7,5,135,Arkansas,Sharp County,17244,17264,17032,17041,16821,16811,17016,17146,17222,17276
50,3,7,5,137,Arkansas,Stone County,12391,12505,12552,12434,12392,12405,12525,12555,12542,12614
50,3,7,5,139,Arkansas,Union County,41570,41404,40868,40619,40156,40112,39920,39499,39130,38677
50,3,7,5,141,Arkansas,Van Buren County,17306,17212,17166,16988,16911,16811,16682,16557,16580,16529
50,3,7,5,143,Arkansas,Washington County,204021,208088,211824,216107,220075,224600,228612,232915,236855,239392
50,3,7,5,145,Arkansas,White County,77349,78087,78659,78590,78500,78954,78941,78944,78390,78621
50,3,7,5,147,Arkansas,Woodruff County,7248,7175,7063,7029,6869,6715,6616,6580,6496,6431
50,3,7,5,149,Arkansas,Yell County,22148,21965,21827,21823,21771,21505,21520,21544,21506,21376
40,4,9,6,0,California,California,37319550,37636311,37944551,38253768,38586706,38904296,39149186,39337785,39437463,39437610
50,4,9,6,1,California,Alameda County,1512997,1530893,1553729,1579508,1607638,1634326,1650765,1659824,1666596,1668412
50,4,9,6,3,California,Alpine County,1161,1093,1111,1131,1083,1080,1053,1116,1081,1113
50,4,9,6,5,California,Amador County,37883,37539,37105,36624,36734,37039,37443,38549,39349,39693
50,4,9,6,7,California,Butte County,219951,219983,220877,221649,223525,224643,226222,228700,230330,218726
50,4,9,6,9,California,Calaveras County,45467,45159,44816,44658,44677,44972,45307,45658,45747,46119
50,4,9,6,11,California,Colusa County,21435,21315,21274,21239,21156,21208,21476,21558,21389,21474
50,4,9,6,13,California,Contra Costa County,1052516,1065361,1077439,1093253,1108665,1124148,1137259,1145623,1150840,1152883
50,4,9,6,15,California,Del Norte County,28568,28447,28195,27821,27182,27198,27415,27383,27793,27903
50,4,9,6,17,California,El Dorado County,181161,180963,180613,181529,183157,184627,186027,188793,190925,193057
50,4,9,6,19,California,Fresno County,932011,939251,944779,951143,960072,968889,976231,984726,991298,997847
50,4,9,6,21,California,Glenn County,28125,28131,27836,27784,27802,27723,27796,27876,27899,28445
50,4,9,6,23,California,Humboldt County,135010,135257,134597,134447,134556,135177,136477,136710,136502,135839
50,4,9,6,25,California,Imperial County,174704,175731,176487,176301,177786,178701,179881,181250,181062,180439
50,4,9,6,27,California,Inyo County,18503,18385,18344,18348,18280,18097,17897,17819,17894,17993
50,4,9,6,29,California,Kern County,841365,848651,854392,862727,869837,876548,881094,887316,893618,898898
50,4,9,6,31,California,Kings County,152342,151779,150884,150237,149373,149960,149269,149542,151221,152727
50,4,9,6,33,California,Lake County,64736,64258,63966,63811,64056,64266,63912,64132,64394,64463
50,4,9,6,35,California,Lassen County,34828,34235,33622,32128,31664,31256,30715,30919,30658,30694
50,4,9,6,37,California,Los Angeles County,9821647,9873700,9931394,9987189,10033449,10077263,10094865,10092365,10061533,10011602
50,4,9,6,39,California,Madera County,151006,151685,151520,151295,153357,153448,153694,155079,156373,156717
50,4,9,6,41,California,Marin County,252906,255380,256087,258441,260403,260974,260722,259975,260091,259085
50,4,9,6,43,California,Mariposa County,18302,18199,17912,17840,17745,17653,17498,17461,17361,17117
50,4,9,6,45,California,Mendocino County,87796,87335,87293,87070,87247,87131,87319,87690,87549,86932
50,4,9,6,47,California,Merced County,256709,259249,260776,261888,264241,266133,267370,270837,273733,277114
50,4,9,6,49,California,Modoc County,9698,9513,9358,9154,9078,9064,8957,8864,8816,8866
50,4,9,6,51,California,Mono County,14256,14424,14328,14064,14130,14074,14256,14333,14400,14450
50,4,9,6,53,California,Monterey County,416358,420379,424222,426163,427985,430178,433436,433803,433359,433380
50,4,9,6,55,California,Napa County,136752,137668,138504,139522,140331,140766,140778,139818,138620,137678
50,4,9,6,57,California,Nevada County,98795,98716,98165,97969,98605,98716,98939,99421,99472,99648
50,4,9,6,59,California,Orange County,3016376,3050199,3078710,3105262,3126523,3148952,3164277,3174159,3175579,3170851
50,4,9,6,61,California,Placer County,350007,356323,360269,365415,369241,372870,379046,385348,392735,398918
50,4,9,6,63,California,Plumas County,19915,19720,19380,18901,18631,18435,18691,18680,18830,19052
50,4,9,6,65,California,Riverside County,2201562,2233840,2260763,2286087,2315238,2344648,2378282,2413058,2443221,2465569
50,4,9,6,67,California,Sacramento County,1421381,1433712,1444819,1457283,1474828,1493547,1511401,1527984,1539550,1551660
50,4,9,6,69,California,San Benito County,55544,56094,56704,57320,57891,58276,59270,60190,61415,62803
50,4,9,6,71,California,San Bernardino County,2040803,2060596,2073088,2082101,2098346,2114352,2130726,2149847,2165627,2177279
50,4,9,6,73,California,San Diego County,3103260,3137236,3175148,3210788,3249307,3280825,3305462,3319019,3332483,3330459
50,4,9,6,75,California,San Francisco County,805519,815694,828963,839695,850918,863237,871343,877471,879676,878826
50,4,9,6,77,California,San Joaquin County,687115,694265,699444,701831,711296,721919,732662,743286,752590,761571
50,4,9,6,79,California,San Luis Obispo County,269800,271056,274174,275713,278271,280138,281884,282473,283250,282728
50,4,9,6,81,California,San Mateo County,719948,728945,739700,749131,757653,765479,767928,768658,768410,764810
50,4,9,6,83,California,Santa Barbara County,424218,425404,429635,434503,438921,442051,444112,444998,445137,445464
50,4,9,6,85,California,Santa Clara County,1786001,1811891,1837605,1866050,1891286,1915736,1928144,1932251,1931985,1922411
50,4,9,6,87,California,Santa Cruz County,263174,264927,266391,268836,270863,273495,274476,274865,273713,272870
50,4,9,6,89,California,Shasta County,177277,177613,177908,178447,178904,178386,178592,179403,179666,179645
50,4,9,6,91,California,Sierra County,3220,3100,3068,3031,2976,2990,2956,3008,2961,2959
50,4,9,6,93,California,Siskiyou County,44941,44622,44091,43550,43357,43275,43402,43647,43624,43663
50,4,9,6,95,California,Solano County,413963,416325,419645,423634,428971,433378,438834,443554,445931,447434
50,4,9,6,97,California,Sonoma County,484675,487231,489784,493870,498317,500598,502445,502203,497221,492318
50,4,9,6,99,California,Stanislaus County,515137,517515,520336,523313,527814,532954,538986,544494,547855,549761
50,4,9,6,101,California,Sutter County,94742,94466,94153,94457,94721,95224,95769,96161,96348,96910
50,4,9,6,103,California,Tehama County,63562,63337,63213,62878,62797,63150,63468,63827,63904,65186
50,4,9,6,105,California,Trinity County,13755,13685,13494,13427,13126,13094,12827,12727,12598,12337
50,4,9,6,107,California,Tulare County,442953,446709,449625,452259,454858,456794,458991,462072,464279,465751
50,4,9,6,109,California,Tuolumne County,55164,54808,54201,53975,53830,53599,53729,53953,54250,54290
50,4,9,6,111,California,Ventura County,825144,829908,833287,837729,842113,845599,846921,848264,847222,844203
50,4,9,6,113,California,Yolo County,201061,201931,204558,206267,208368,211998,215569,218470,220082,220019
50,4,9,6,115,California,Yuba County,72345,72480,72770,73082,73527,74039,74920,76575,77418,78549
40,4,8,8,0,Colorado,Colorado,5047539,5121900,5193660,5270774,5352637,5454328,5543844,5617421,5697155,5758486
50,4,8,8,1,Colorado,Adams County,443692,452209,460568,469995,479954,490448,497735,503717,511485,516575
50,4,8,8,3,Colorado,Alamosa County,15515,15715,15685,15794,15807,15894,16047,16102,16235,16200
50,4,8,8,5,Colorado,Arapahoe County,575124,586433,597052,609089,619681,631688,639605,645080,652395,656051
50,4,8,8,7,Colorado,Archuleta County,12048,12027,12141,12225,12240,12399,12834,13312,13670,13928
50,4,8,8,9,Colorado,Baca County,3807,3779,3722,3656,3586,3554,3534,3554,3587,3620
50,4,8,8,11,Colorado,Bent County,6500,6424,5850,5759,5821,5891,5832,5828,5793,5578
50,4,8,8,13,Colorado,Boulder County,295056,300045,304717,309538,312525,318408,321761,323019,325438,326020
50,4,8,8,14,Colorado,Broomfield County,56212,57485,58971,60158,61791,64914,66596,68340,69431,70617
50,4,8,8,15,Colorado,Chaffee County,17808,18035,18164,18375,18471,18635,19140,19700,20066,20319
50,4,8,8,17,Colorado,Cheyenne County,1833,1863,1871,1878,1845,1826,1848,1849,1864,1824
50,4,8,8,19,Colorado,Clear Creek County,9084,9012,9017,9025,9124,9246,9355,9573,9552,9598
50,4,8,8,21,Colorado,Conejos County,8312,8291,8248,8199,8230,8064,8044,8141,8154,8169
50,4,8,8,23,Colorado,Costilla County,3529,3640,3601,3540,3560,3576,3692,3758,3803,3872
50,4,8,8,25,Colorado,Crowley County,5859,5884,5468,5352,5610,5633,5276,5820,5886,5989
50,4,8,8,27,Colorado,Custer County,4278,4224,4217,4260,4339,4434,4581,4861,4962,5119
50,4,8,8,29,Colorado,Delta County,30858,30398,30473,30349,29973,29925,30352,30516,30835,31021
